sel;sta;tip;ny;name;uhom;nsx;pn;qn;pg;qg;vzd;qmin;qmax;bshr;gshr;vras;delta;qnr;pnr 
0;0;Нагр;2634;ПС 220 кВ Ургал с.т.1АТ;220;0;;;;;;;;;;231.76;-21.85;; 
0;0;Нагр;2633;ПС 220 кВ Ургал с.т.2АТ;220;0;;;;;;;;;;227.76;-21.86;; 
0;0;Ген;2358;Комсомольская ТЭЦ-2 ТГ № 8;6;2;5;4.7;51;15.7;6.4;9.5;31.5;;;6.42;-1.97;5;5 
0;0;Нагр;2343;Комсомольская ТЭЦ-1 ГРУ-6 кВ;6;2;3.1;1.9;;;;;;;;6.34;-6.34;2;3 
0;0;Нагр;2441;ПС 220 кВ Кругликово/т 1С 220 кВ;220;1;6;3;;;;;;;;238.42;-17.37;3;6 
0;0;Нагр;2217;ПС 110 кВ Гайтер 1с-110 ;110;1;0.4;0.2;;;;;;;;120.82;-6.81;; 
0;0;Нагр;2216;ПС 110 кВ Картель 2с-110;110;1;0.7;0.1;;;;;;;;120.71;-7.02;;1 
0;0;Нагр;2215;ПС 110 кВ Картель 1с-110 ;110;1;1.5;0.3;;;;;;;;120.71;-7.02;;2 
0;0;Нагр;2213;ПС 220 кВ Селихино ОРУ-110 кВ;110;1;11.5;-3.4;;;;;;;;119.82;-8.48;-4;12 
0;0;Нагр;2431;ПС 220 кВ Хехцир 1С 220 кВ;220;0;;;;;;;;;;238;-16.87;; 
0;0;Ген;2342;Комсомольская ТЭЦ-1 ТГ № 2;6;2;2.6;1.2;9;1.3;6.4;;10.4;;;6.37;-5.97;1;3 
0;0;Нагр;2524;ПС 500 кВ Хабаровская 2С-10 кВ;10;2;0.2;0.1;;;;;;;;11.11;-13.46;; 
0;0;Нагр;2523;ПС 500 кВ Хабаровская 1С-10 кВ;10;2;0.2;0.1;;;;;;;;11.1;-13.74;; 
0;0;Нагр;2504;ПС 500 кВ Хабаровская с.т.2АТ;500;0;;;;;;;;;;504.98;-13.45;; 
0;0;Нагр;2503;ПС 500 кВ Хабаровская с.т.1АТ;500;0;;;;;;;;;;504.71;-13.74;; 
0;0;Нагр;3563;Бурейская ГЭС (1-6);500;0;;;;;;;;653;1;507.38;-3.76;; 
0;0;Нагр;3562;Бурейская ГЭС т.с. В4-500 В5-500;500;0;;;;;;;;653;1;507.38;-3.76;; 
0;0;Нагр;3561;Бурейская ГЭС т.с. В5-500 В6-500;500;0;;;;;;;;;;507.38;-3.76;; 
0;0;Нагр;4125;отп.2 ПС 110 кВ Инаглинская;110;0;;;;;;;;;;119.13;-20.9;; 
0;0;Нагр;4126;отп.1 ПС 110 кВ Инаглинская;110;0;;;;;;;;;;119.13;-20.91;; 
0;1;Нагр;60305601;ПС 220 кВ Куанда;220;1;3;0.7;;;;;;225;;;;; 
0;0;Нагр;3543;ПС 500 кВ Амурская С-10 кВ АТ-1;10;1;;;;;;;;;;11.04;-14.54;; 
0;0;Нагр;3544;ПС 500 кВ Амурская С-10 кВ АТ-2;10;1;;0.1;;;;;;;;11.04;-14.55;; 
0;0;Ген;7345;ПС 220 кВ Майя 2C-220;220;0;;;;-68.1;228;-100;-5;;;228;-31.52;; 
1;1;Ген;3342;Свободненская ТЭС ТГ-1;10;0;;;40;-17.6;10.5;-26;60;;;;;; 
1;1;Ген;3341;Свободненская ТЭС ТГ-1;10;0;;;40;-17.6;10.5;-26;60;;;;;; 
0;0;Нагр;3560;Бурейская ГЭС т.с. В3-500 В4-500;500;0;;;;;;;;;;507.38;-3.76;; 
0;0;Нагр;4501;ПС 220 кВ Эльгауголь;220;0;;;;;;;;;;228.38;-18.79;; 
0;0;Нагр;3460;ПС 220 кВ Рудная ОРУ 6 кВ;6;1;0.3;0.2;;;;;;;;6.59;-26;; 
0;0;Нагр;3459;ПС 220 кВ Рудная ср. т.;220;0;;;;;;;;;;244.28;-25.93;; 
0;0;Нагр;3488;ПС 220 кВ Рудная ОРУ 220 кВ;220;0;;;;;;;;;;238.7;-23.28;; 
0;0;Ген;3594;Нижне-Бурейская ГЭС ГГ4;14;0;;;77;9;13.8;-27.6;50.7;;;13.8;-3.59;; 
0;0;Ген;3593;Нижне-Бурейская ГЭС ГГ3;14;2;0.6;;77;9;13.8;-27.6;50.7;;;13.8;-3.62;;1 
0;0;Ген;3592;Нижне-Бурейская ГЭС ГГ2;14;0;;0.1;77;9.1;13.8;-27.6;50.7;;;13.8;-3.59;; 
0;0;Нагр;3591;Нижне-Бурейская ГЭС ГГ1;14;2;0.3;0.1;;;13.8;;;;;13.69;-7.68;; 
0;0;Нагр;3494;Нижне-Бурейская ГЭС;220;0;;;;;;;;;;240.27;-7.66;; 
0;0;Нагр;3469;ПС 220 кВ НПС-29;220;1;4.1;0.2;;;;;;;;238.97;-9.39;;4 
0;0;Нагр;3148;ПС 110 кВ Новая 2С-110 кВ;110;1;7.2;2.6;;;;;;;;118.74;-10.99;3;8 
0;0;Нагр;3147;ПС 110 кВ Новая 1С-110 кВ;110;1;6.8;2;;;;;;;;118.76;-10.98;2;7 
0;0;Нагр;4606;ПС 220 кВ Нижний Куранах ср.т. АТ-2;220;0;;;;;;;;;;215.8;-38.04;; 
0;0;Нагр;3498;ПС 110 кВ Селемджинск;110;1;;;;;;;;;;124.56;-23.65;; 
0;0;Нагр;3497;ПС 110 кВ Албын;110;1;18.2;0.1;;;;;;;;119.79;-28.38;;19 
0;0;Нагр;3496;ПС 110 кВ Маломыр;110;1;25.8;0.1;;;;;;;;122.12;-26.24;;28 
0;0;Нагр;3495;ПС 110 кВ Стойба;110;1;0.2;;;;;;;;;123;-25.38;; 
0;0;Нагр;3493;ПС 110 кВ Коболдо;110;1;12.1;;;;;;;;;120.92;-27.06;;13 
0;0;Нагр;3489;ПС 220 кВ Рудная ОРУ 110 кВ;110;0;;;;;;;;;;121.86;-25.72;; 
0;0;Нагр;4607;ПП 220 кВ Амга;220;0;;;;;;;;;;227.65;-45.02;; 
0;0;Нагр;4612;ПС 220 кВ НПС-17 1С-220;220;1;21.2;6.4;;;;;;;;230.01;-36.18;7;22 
0;0;Нагр;4127;ПС 110 кВ Инаглинская 2С;110;1;0.5;0.1;;;;;;;;119.12;-20.91;;1 
0;0;Нагр;3144;ПС 110 кВ Северная отп.1С-110 кВ;110;0;;;;;;;;;;118.4;-11.6;; 
0;0;Нагр;3145;ПС 110 кВ Северная отп. 2С-110 кВ;110;0;;;;;;;;;;118.37;-11.61;; 
0;0;Нагр;4416;ПС 220 кВ НПС-15 2С-220;220;1;13.4;2.9;;;;;;520;;225.2;-49.2;3;14 
0;0;Нагр;4120;отп. ПС 110 кВ ВГК;110;0;;;;;;;;;;120.51;-19.06;; 
0;0;Нагр;4109;ПС 110 кВ ВГК;110;1;4.1;1.6;;;;;;;;120.42;-19.1;2;4 
0;0;Нагр;4111;отп.2 ПС 110 кВ Денисовская;110;0;;;;;;;;;;119.61;-19.99;; 
0;0;Нагр;4112;отп.1 ПС 110 кВ Дежневская;110;0;;;;;;;;;;119.74;-19.86;; 
0;0;Нагр;4113;отп.2 ПС 110 кВ Дежневская;110;0;;;;;;;;;;119.74;-19.86;; 
0;0;Нагр;4110;отп.1 ПС 110 кВ Денисовская;110;0;;;;;;;;;;119.61;-19.99;; 
0;0;Нагр;4119;отп.1 ПС 110 кВ Угольная;110;0;;;;;;;;;;118.99;-21.31;; 
0;0;Нагр;4118;отп.2 ПС 110 кВ Угольная;110;0;;;;;;;;;;118.99;-21.3;; 
0;0;Нагр;4316;отп.2 ПС 220 кВ НПС-19;220;0;;;;;;;;;;235.77;-23.44;; 
0;0;Нагр;4314;отп.1 ПС 220 кВ НПС-19;220;0;;;;;;;;;;235.77;-23.44;; 
0;0;Нагр;3526;Зейская ГЭС 500 (П-4);500;0;;;;;;;;;;508.81;-8.89;; 
0;0;Нагр;3525;Зейская ГЭС 500 (П-3);500;0;;;;;;;;;;508.81;-8.89;; 
0;0;Нагр;3523;Зейская ГЭС 1С-500;500;0;;;;;;;;;;508.81;-8.89;; 
0;0;Нагр;3524;Зейская ГЭС 2С-500;500;0;;;;;;;;;;508.81;-8.89;; 
0;0;Нагр;3507;Зейская ГЭС Р-Ам. 1;500;0;;;;;;;;653;2;508.81;-8.89;; 
0;0;Нагр;3532;ПС 500 кВ Амурская 5С 500;500;0;;;;;;;;653;2;502.26;-13.69;; 
0;0;Нагр;3531;ПС 500 кВ Амурская 3С 500;500;0;;;;;;;;653;2;502.26;-13.69;; 
0;0;Нагр;3404;ПС 220 кВ Тутаул ОРУ 220 кВ;220;0;;;;;;;;;;230.48;-21.29;; 
0;0;Ген;3405;ПС 220 кВ Призейская 1С-220 кВ;220;0;;;;-42.1;230;-100;-5;;;230;-18.07;; 
0;0;Нагр;3406;ПС 220 кВ Призейская 2С-220 кВ;220;0;;;;;;;;;;230;-18.07;; 
0;0;Нагр;3804;ПС 220 кВ Тутаул 1С ОРУ 35 кВ;35;2;;;;;;;;;;37.46;-21.29;; 
0;0;Нагр;3403;ПС 220 кВ Дипкун;220;0;;;;;;;;;;230.08;-22.96;; 
0;0;Ген;3402;ПС 220 кВ Тында 2С-220;220;0;;;;-46.5;226.3;-100;-5;;;226.29;-27.09;; 
0;0;Нагр;3454;ПС 220 кВ Сиваки/т 2С-220;220;1;;;;;;;;;;234.38;-17.8;; 
0;0;Нагр;3453;ПС 220 кВ Сиваки/т 1С-220;220;1;4;0.7;;;;;;;;233.57;-17.88;1;4 
0;0;Нагр;3321;Благовещенская ТЭЦ;110;1;11.4;3.7;;;;;;;;118.9;-10.74;4;12 
0;0;Нагр;3482;ПС 220 кВ Завитая 2СШ-220;220;1;10.3;1.2;;;;;;;;237.78;-9.18;1;11 
0;0;Нагр;3481;ПС 220 кВ Завитая 1СШ-220;220;1;13.4;1;;;;;;;;237.78;-9.18;1;14 
0;0;Нагр;3476;ПС 220 кВ Хвойная отп. 2С-220 кВ;220;0;;;;;;;;;;235.33;-11.92;; 
0;0;Нагр;3475;ПС 220 кВ Хвойная отп. 1С-220 кВ;220;0;;;;;;;;;;236.45;-10.99;; 
0;0;Ген;3333;Благовещенская ТЭЦ ТГ 3;11;2;6.5;6.1;100;18.6;10.4;-21.5;75.9;;;10.45;-5.98;6;6 
0;0;Ген;3334;Благовещенская ТЭЦ ТГ 4;11;2;7.1;10.3;115;32.1;10.5;-44.5;103.3;;;10.5;-6.18;10;7 
0;0;Ген;3332;Благовещенская ТЭЦ ТГ 2;11;2;17.5;15.5;100;31.7;10.5;-21.5;75.9;;;10.49;-6.55;15;18 
0;0;Ген;3331;Благовещенская ТЭЦ ТГ 1;6;2;14.8;11.8;60;12.2;6.5;-12.5;48.5;;;6.51;-7.46;13;15 
0;0;Нагр;3506;Зейская ГЭС ГА6;16;0;;;;;15.3;;;;;15.27;-8.89;; 
0;0;Ген;3505;Зейская ГЭС ГА5;16;2;2;0.1;180;21.3;15.4;-67;151.8;;;15.4;-3.16;;2 
0;0;Ген;3504;Зейская ГЭС ГА4;16;0;;;180;21.2;15.4;-67;151.8;;;15.4;-3.1;; 
0;0;Ген;3503;Зейская ГЭС ГА3;16;2;1.2;;180;21.7;15.4;-67.8;151.8;;;15.4;-3.31;;1 
0;0;Ген;3502;Зейская ГЭС ГА2;16;1;;;200;80.8;16.4;-55.7;140.8;;;16.4;-5.87;; 
0;0;Ген;3501;Зейская ГЭС ГА1;16;2;;;200;83.3;16.5;-55.7;140.8;;;16.48;-5.14;; 
0;0;Нагр;3316;Райчихинская ГРЭС ср.т.Т-6;110;0;;;;;;;;;;119.87;-8.83;; 
0;0;Нагр;3317;Райчихинская ГРЭС ср.т.Т-7;110;0;;;;;;;;;;119.81;-8.74;; 
0;0;Нагр;3304;Райчихинская ГРЭС 1С 6 кВ;6;2;1.8;1.3;;;;-1.8;1.8;;;5.76;-9.57;1;2 
0;0;Нагр;3305;Райчихинская ГРЭС 2С 6 кВ;6;2;2.7;2.4;;;;;;;;5.76;-9.57;2;3 
0;0;Ген;3306;Райчихинская ГРЭС ТГ 6;6;2;1.8;2.2;50;10.3;6.2;-5;13;;;6.16;-6.44;2;2 
0;0;Ген;3307;Райчихинская ГРЭС ТГ 7;6;2;3.9;2.9;33;11.6;6.2;-13.2;18.8;;;6.16;-7.32;3;4 
0;0;Нагр;3420;ПС 220 кВ Сковородино/т;220;1;13.7;6.2;;;;;;;;221.96;-28.32;6;14 
0;0;Нагр;3430;ПС 220 кВ Ульручьи/т;220;1;9.2;0.9;;;;;;;;222.93;-26.83;1;9 
0;0;Нагр;60305408;ПС 220 кВ Удоканский ГМК ОРУ 220 кВ;220;0;;;;;;;;;;212.67;-35.15;; 
0;0;Нагр;3407;ПС 220 кВ Тунгала ОРУ 220 кВ;220;0;;;;;;;;;;231.06;-19.49;; 
0;0;Нагр;3807;ПС 220 кВ Тунгала 1С ОРУ 35 кВ;35;2;2.2;1.2;;;;;;13493;;35.68;-19.96;1;2 
0;0;Нагр;3819;ПС 220 кВ Хани ОРУ 10 кВ;10;2;5.9;0.1;;;;;;81729;;9.39;-35.18;;6 
0;0;Нагр;3821;ПС 220 кВ Сковородино ОРУ 35 кВ;35;0;;;;;;;;;;36.26;-32.05;; 
0;0;Нагр;3486;ПС 220 кВ Тарманчукан/т СШ2-220;220;1;6.4;4.6;;;;;;;;236.51;-11.79;5;7 
0;0;Нагр;3313;Райчихинская ГРЭС ОРУ 35 кВ;35;2;31.8;11;;;;;;;;35.68;-8.7;12;32 
0;0;Нагр;3815;ПС 220 кВ Хорогочи 1С ОРУ 35 кВ;35;2;0.7;0.1;;;;;;;;34.94;-28.54;;1 
0;0;Нагр;3813;ПС 220 кВ Призейская 2С-35 кВ;35;2;1.8;0.5;;;;;;13493;;36.9;-18.42;1;2 
0;0;Нагр;3805;ПС 220 кВ Призейская 1С-35 кВ;35;2;1.8;0.4;;;;;;13493;;36.91;-18.43;;2 
0;0;Нагр;3419;ПС 220 кВ Хани ОРУ 220 кВ;220;0;;;;;;;;;;216.05;-33.78;; 
0;0;Нагр;3803;ПС 220 кВ Дипкун 2С ОРУ 35 кВ;35;2;;;;;;;;;;36.68;-22.96;; 
0;0;Нагр;60305813;ПС 220 кВ Удоканский ГМК ЗРУ 35 кВ;35;2;10;4.9;;;;;;;;34.6;-36.08;5;10 
0;0;Нагр;3814;ПС 220 кВ Новокиевка ОРУ 35 кВ;35;2;5.9;0.5;;;;;;;;39.58;-18.94;1;6 
0;0;Нагр;3818;ПС 220 кВ Тында 4 С 35;35;0;;;;;;;;;;37.65;-28.27;; 
0;0;Нагр;3801;ПС 220 кВ Тында 3 С 35;35;0;;;;;;;;;;36.69;-29.16;; 
0;0;Нагр;3841;ПС 220 кВ Ключевая ОРУ 35 кВ;35;2;11.4;3.4;;;;;;;;36.64;-19.94;4;12 
0;0;Нагр;3539;ПС 500 кВ Амурская 1С 500;500;0;;;;;;;;;;502.26;-13.69;; 
0;0;Нагр;3530;ПС 500 кВ Амурская 2С 500;500;0;;;;;;;;;;502.26;-13.69;; 
0;0;Нагр;3528;Зейская ГЭС 500 (Т5, Т6);500;0;;;;;;;;;;508.85;-8.89;; 
0;0;Нагр;3527;Зейская ГЭС 500 (Т3, Т4);500;0;;;;;;;;;;508.88;-8.89;; 
0;0;Нагр;3500;Зейская ГЭС 500 (АТ);500;0;;;;;;;;;;508.81;-8.89;; 
0;0;Нагр;3811;ПС 220 кВ Февральская ОРУ 35 кВ;35;0;;;;;;;;13493;;37.15;-22.67;; 
0;0;Нагр;3817;ПС 220 кВ Юктали 1С ОРУ 35 кВ;35;2;2.1;0.1;;;;;;13493;;35.18;-32.41;;2 
0;0;Нагр;3417;ПС 220 кВ Юктали ОРУ 220 кВ;220;0;;;;;;;;;;217.95;-31.91;; 
0;0;Нагр;3816;ПС 220 кВ Лопча 1С ОРУ 35 кВ;35;2;1.4;2.8;;;;;;;;32.45;-30.02;2;1 
0;0;Нагр;3416;ПС 220 кВ Лопча ОРУ 220 кВ;220;0;;;;;;;;;;221.13;-29.63;; 
0;0;Нагр;3415;ПС 220 кВ Хорогочи ОРУ 220 кВ;220;0;;;;;;;;;;224.6;-28.33;; 
0;0;Нагр;3411;ПС 220 кВ Февральская 1С-220 кВ;220;0;;;;;;;;;;232.55;-20.78;; 
0;0;Нагр;3455;ПС 220 кВ Мухинская/т;220;1;7;0.2;;;;;;;;234.63;-17.39;;7 
0;0;Нагр;3472;ПС 220 кВ Белогорск 2С-220 кВ;220;1;52.4;17.6;;;;;;;;233.01;-14.12;20;54 
0;0;Нагр;3140;ПС 110 кВ Западная;110;1;26.6;8.6;;;;;;;;118.83;-10.78;10;28 
0;0;Нагр;3139;ПС 110 кВ Центральная;110;1;34;8;;;;;;;;118.34;-11.49;9;36 
0;0;Нагр;3165;ПС 220 кВ Благовещенская 1С-110 кВ;110;1;39.7;3.1;;;;;;;;118.49;-11.71;4;42 
0;0;Нагр;3166;ПС 220 кВ Благовещенская 2С-110 кВ;110;1;16.2;3.3;;;;;;;;118.49;-11.71;4;17 
0;0;Нагр;3177;ПС 220 кВ Хвойная ОРУ 110 кВ;110;1;5.5;4.5;;;;;;;;117.15;-12.53;5;6 
0;0;Нагр;3136;ПС 110 кВ Озерная;110;1;1.2;0.6;;;;;;;;116.4;-13.23;1;1 
0;0;Нагр;3135;ПС 110 кВ Полевая;110;1;;;;;;;;;;115.51;-13.94;; 
0;0;Нагр;3134;ПС 110 кВ Ивановка;110;1;8.7;2;;;;;;;;114.69;-14.43;2;9 
0;0;Нагр;3133;ПС 110 кВ Волково;110;1;11.4;2.4;;;;;;;;117.19;-12.52;3;12 
0;0;Нагр;3132;ПС 110 кВ Тамбовка;110;1;26.3;3.8;;;;;;;;116.29;-13.41;4;27 
0;0;Нагр;3131;ПС 110 кВ Михайловка;110;1;10.5;2.4;;;;;;;;117.12;-12.62;3;11 
0;0;Нагр;3103;ПС 220 кВ Тында ОРУ 110 кВ;110;70302;32.5;9.9;;;;;;;;120.06;-28.92;16;36 
0;0;Нагр;3102;ПС 220 кВ Тында ср.т. АТ-2;220;0;;;;;;;;;;225.46;-28.27;; 
0;0;Нагр;3101;ПС 220 кВ Тында ср.т. АТ-1;220;0;;;;;;;;;;219.7;-29.16;; 
0;0;Нагр;3311;Райчихинская ГРЭС ОРУ 110 кВ;110;1;36.1;19.7;;;;;;;;119.88;-10.37;23;38 
0;0;Нагр;3450;ПС 220 кВ Чалганы/т;220;1;11;21.2;;;;;;;;232.29;-18.12;23;11 
0;0;Нагр;3480;ПС 220 кВ Варваровка;220;1;13.1;1.6;;;;;;;;236.93;-11.04;2;14 
0;0;Нагр;4312;Нерюнгринская ГРЭС 2СШ-220;220;0;;;;;;;;;;235.91;-23.34;; 
0;0;Нагр;3823;ПС 220 кВ Сковородино ср.т. АТ-2 ;220;0;;;;;;;;;;217.15;-32.05;; 
0;0;Нагр;3822;ПС 220 кВ Сковородино 1С ОРУ 110 кВ;110;70301;20.4;6.4;;;;;;;;105.05;-32.12;5;20 
0;0;Нагр;3464;ПС 220 кВ Благовещенская 2С-220 кВ;220;0;;;;;;;;;;234.27;-12.83;; 
0;0;Нагр;3468;ПС 220 кВ Благовещенская ОРУ 35 кВ;35;2;0.7;0.1;;;;;;;;38.29;-11.64;;1 
0;0;Нагр;3467;ПС 220 кВ Благовещенская ср.т. АТ-1 ;220;0;;;;;;;;;;229.06;-11.52;; 
0;0;Нагр;3466;ПС 220 кВ Благовещенская ср.т. АТ-2 ;220;0;;;;;;;;;;229.5;-11.64;; 
0;0;Нагр;3142;ПС 110 кВ Сетевая 2С-110 кВ;110;1;31.1;8.7;;;;;;;;118.37;-11.41;10;33 
0;0;Нагр;3141;ПС 110 кВ Сетевая 1С-110 кВ;110;1;13.7;3.7;;;;;;;;118.41;-11.39;4;14 
0;0;Нагр;4329;ПС 110 кВ СХК 2С;110;1;21.8;9;;;;;;;;119.9;-19.34;11;23 
0;0;Нагр;4328;ПС 110 кВ СХК 1С;110;1;21.8;9;;;;;;;;119.86;-19.36;11;23 
0;0;Нагр;4320;ПС 110 кВ Обогатительная Фабрика 2C;110;1;13.4;6.7;;;;;;;;119.94;-19.4;8;14 
0;0;Нагр;4319;ПС 110 кВ Обогатительная Фабрика 1C;110;1;13.4;6.7;;;;;;;;119.94;-19.4;8;14 
0;0;Нагр;4123;ПС 110 кВ ЗИФ 1С;110;1;4.9;0.6;;;;;;;;115.52;-38.11;1;5 
0;0;Нагр;4124;ПС 110 кВ ЗИФ 2С;110;1;4.9;0.6;;;;;;;;115.51;-38.11;1;5 
0;0;Нагр;4114;ПС 110 кВ Денисовская 1С;110;1;1.4;0.4;;;;;;;;119.61;-19.99;1;1 
0;0;Нагр;3474;ПС 220 кВ Короли/т;220;1;18.8;7;;;;;;;;236.18;-11.48;8;20 
0;0;Нагр;3473;ПС 220 кВ Белогорск/т;220;1;25;13.7;;;;;;;;233.12;-13.87;15;26 
0;0;Нагр;3456;ПП 220 кВ Зея;220;1;0.2;1.9;;;;;;;;235.04;-15.85;2; 
0;0;Нагр;3457;ПС 220 кВ Шимановск/т;220;1;8.3;2.5;;;;;;;;234.96;-16.45;3;9 
0;0;Нагр;3418;ПС 220 кВ Олекма;220;1;0.2;0.1;;;;;;;;217.21;-33.13;; 
0;0;Нагр;3490;ПС 220 кВ Талакан;220;1;18.7;1.4;;;;;;;;236.62;-4.48;2;20 
0;0;Нагр;3462;ПС 220 кВ Ледяная/т 2С-220;220;1;5.2;3;;;;;;;;234.69;-16.55;3;5 
0;0;Нагр;1509;Приморская ГРЭС 2СШ 500 кВ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1506;Приморская ГРЭС П2 500 кВ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1505;Приморская ГРЭС ОРУ 500 кВ 8АТ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1504;Приморская ГРЭС ОРУ 500 кВ 7АТ;500;0;;;;;;;;;;507.19;-24.82;; 
0;0;Нагр;1503;Приморская ГРЭС П4 500 кВ (ШР-3);500;0;;;;;;;;653;2;507.18;-24.82;; 
0;0;Нагр;1511;Приморская ГРЭС IСШ 220 кВ;220;0;;;;;;;;;;241.5;-22.59;; 
0;0;Нагр;1515;Приморская ГРЭС IIIСШ 220 кВ;220;0;;;;;;;;;;241.5;-22.59;; 
0;0;Нагр;1517;Приморская ГРЭС ОРУ 110 кВ;110;1;22.2;1;;;;;;;;119.73;-21.78;1;24 
0;0;Нагр;1550;ПС 500 кВ Владивосток т.с. В 500 61, В 500 62;500;0;;;;;;;;;;499.1;-39.15;; 
0;0;Нагр;1551;ПС 500 кВ Владивосток т.с. В 500 42, В 500 61;500;0;;;;;;;;;;499.1;-39.15;; 
