sel;sta;tip;ny;name;uhom;nsx;pn;qn;pg;qg;vzd;qmin;qmax;bshr;gshr;vras;delta;qnr;pnr 
0;1;Нагр;1626;ПС 220 кВ Русская 2С 110;110;0;;;;;;;;;;;;; 
0;0;Нагр;1627;ПС 220 кВ Русская 1С 35;35;0;;;;;;;;;;37.47;-48.4;; 
0;0;Нагр;1628;ПС 220 кВ Русская 2С 35;35;0;;;;;;;;;;38.25;-46.4;; 
0;0;Нагр;1635;ПС 220 кВ НПС-40;220;1;6.6;-0.7;;;;;;;;232.32;-39.61;-1;7 
0;0;Нагр;1637;ПС 220 кВ НПС-41;220;1;8.5;0.4;;;;;;;;232.31;-39.64;;9 
0;0;Нагр;1542;ПС 500 кВ Чугуевка-2 т.с. В-1 220 АТ-1, В-2 220 АТ-1;220;0;;;;;;;;;;233.06;-37.28;; 
0;0;Нагр;1543;ПС 500 кВ Чугуевка-2 1С 220 кВ;220;1;;;;;;;;;;233.06;-37.28;; 
0;0;Нагр;1544;ПС 500 кВ Чугуевка-2 2С 220 кВ;220;0;;;;;;;;;;233.06;-37.28;; 
0;0;Нагр;1401;ПС 220 кВ Губерово/т;220;1;14.4;8.4;;;;;;;;238.71;-25.43;10;15 
1;1;Нагр;1409;ПС 220 кВ Шмаковка/т;220;0;;;;;;;;;;;;; 
0;0;Нагр;1408;ПС 220 кВ Свиягино/т;220;1;19.6;10.4;;;;;;;;233.37;-37.38;12;20 
0;0;Нагр;1465;ПС 220 кВ Перевал;220;1;0.8;0.2;;;;;;;;218.25;-44.72;;1 
0;0;Нагр;1466;ПС 220 кВ Звезда;220;1;4.1;1.2;;;;;;;;218.98;-45.43;1;4 
0;0;Нагр;3802;ПС 220 кВ Хорогочи 2С ОРУ 35 кВ;35;2;1.4;0.1;;;;;;;;34.94;-28.75;;1 
0;0;Нагр;1128;ПС 110 кВ Прогресс;110;1;5.7;1.4;;;;;;;;119.3;-43.18;2;6 
0;0;Нагр;1222;ПС 110 кВ Дмитриевка 2С 110;110;1;0.9;0.4;;;;;;;;120.06;-44.36;;1 
0;0;Нагр;1201;ПС 110 кВ Мучная;110;1;3.6;1.3;;;;;;;;117.29;-45.64;1;4 
0;0;Нагр;1202;ПС 110 кВ Вадимовка;110;1;0.3;;;;;;;;;115.92;-46.35;; 
0;0;Нагр;1203;ПС 110 кВ Петровичи;110;1;1.6;0.6;;;;;;;;114.78;-46.94;1;2 
0;0;Нагр;1221;ПС 110 кВ Дмитриевка 1С 110;110;1;;;;;;;;;;120.02;-44.42;; 
0;0;Нагр;1213;ПС 110 кВ З 1С 110;110;1;2.2;0.9;;;;;;;;112.77;-50.14;1;2 
0;0;Нагр;1214;ПС 110 кВ З 2С 110;110;1;4.4;1.8;;;;;;;;112.77;-50.14;2;4 
0;0;Нагр;1272;отп. ПС 110 кВ Кролевцы 2С 110;110;0;;;;;;;;;;117.14;-48.8;; 
0;0;Нагр;1271;отп. ПС 110 кВ Кролевцы 1С 110;110;0;;;;;;;;;;117;-48.86;; 
0;0;Нагр;1281;ПС 110 кВ Океан;110;1;2.2;0.5;;;;;;;;119.25;-48.03;1;2 
0;0;Нагр;1148;ПС 110 кВ Штыково 2С 110;110;1;4.9;1.6;;;;;;;;118.14;-48.3;2;5 
0;0;Нагр;1149;ПС 110 кВ Штыково 1С 110;110;1;3.3;1;;;;;;;;118.14;-48.3;1;4 
0;0;Нагр;1196;ПС 110 кВ Краскино;110;1;11.3;2.8;;;;;;;;101.53;-57.57;2;11 
0;0;Нагр;1195;ПС 110 кВ Троица;110;1;7;1.6;;;;;;;;102.24;-57.16;1;7 
0;0;Нагр;1193;ПС 110 кВ Славянка;110;1;18.8;3.3;;;;;;;;104.26;-55.95;3;18 
0;0;Нагр;1190;ПС 110 кВ Барабаш;110;1;6.5;1.7;;;;;;;;106.54;-54.49;2;6 
0;0;Нагр;1359;ПС 110 кВ Котельная 2Р;110;1;3.8;1.2;;;;;;;;119.94;-48.07;1;4 
0;0;Нагр;1357;ПС 110 кВ Бурун 1С 110;110;1;18.2;5.8;;;;;;;;119.83;-47.85;7;19 
0;0;Нагр;1358;ПС 110 кВ Бурун 2С 110;110;1;31.9;9.7;;;;;;;;119.73;-48.22;11;34 
0;0;Нагр;1241;ПС 110 кВ Голдобин 1С 110;110;1;17.5;4;;;;;;;;119.65;-47.47;5;18 
0;0;Нагр;1240;ПС 110 кВ Голдобин 2С 110;110;1;15.5;3.7;;;;;;;;119.58;-47.51;4;16 
0;0;Нагр;1645;ПС 110 кВ Чуркин 1С 110;110;1;6.2;1.6;;;;;;;;119.64;-47.48;2;7 
0;0;Нагр;1646;ПС 110 кВ Чуркин 2С 110;110;1;9.5;2.3;;;;;;;;119.55;-47.52;3;10 
0;0;Нагр;1131;ПС 220 кВ Арсеньев-2 1С 110 кВ;110;1;;;;;;;;;;119.98;-42.89;; 
0;0;Нагр;4104;ПС 110 кВ Рябиновая;110;1;1.3;0.2;;;;;;;;115.09;-36.45;;1 
0;0;Нагр;4102;ПС 110 кВ Алдан;110;1;8.9;0.6;;;;;;;;114.58;-35.6;1;9 
0;0;Нагр;1157;ПС 110 кВ НCPЗ;110;1;10.2;2;;;;;;;;116.01;-48.31;2;11 
0;0;База;60402930;ПС 220 кВ НПС-6 2 СШ;220;1;3.8;1.9;53.5;-33;245;-100;100;;;245;;2;4 
0;0;Ген;60402931;ПС 220 кВ НПС-6 1 СШ;220;1;3.8;1.9;65;-33.5;245;-100;100;;;245;2.91;2;4 
0;0;Нагр;60402933;ПС 220 кВ НПС-7 2 СШ;220;1;3.8;1.9;;;;;;;;247.94;-2.88;2;4 
0;0;Нагр;60402932;ПС 220 кВ НПС-7 1 СШ;220;1;3.8;1.9;;;;;;;;247.5;-0.58;2;4 
0;0;Нагр;60402934;ПС 220 кВ НПС-8 2 СШ;220;1;4;2;;;;;;;;247.46;-5.45;3;4 
0;0;Нагр;60402935;ПС 220 кВ НПС-8 1 СШ;220;1;4;2;;;;;;;;246.83;-3.81;3;4 
0;0;Нагр;6350;Светлинская ГЭС 2C 220;220;0;;;;;;;;;;240.5;-49.09;; 
0;0;Нагр;6250;ПС 220 кВ Сунтар ОРУ-220 кВ;220;0;;;;;;;;;;226.95;-57.99;; 
0;0;Нагр;1455;ПС 220 кВ Волна ОРУ 220 кВ;220;0;;;;;;;;;;225;-45.48;; 
0;0;Нагр;1457;ПС 220 кВ Волна с.т. АТ-1;220;0;;;;;;;;;;213.95;-48.31;; 
0;0;Нагр;1458;ПС 220 кВ Волна с.т. АТ-2;220;0;;;;;;;;;;213.95;-48.33;; 
0;0;Нагр;1245;ПС 110 кВ 1Р 1С 110;110;1;9.3;2.5;;;;;;;;120.05;-47.59;3;10 
0;0;Нагр;1246;ПС 110 кВ 1Р 2С 110;110;1;9.1;2.5;;;;;;;;120.05;-47.59;3;10 
0;0;Нагр;1200;ПС 110 кВ Камень-Рыболов;110;1;16.4;6.1;;;;;;;;111.34;-48.68;6;17 
0;0;Нагр;1185;ПС 110 кВ 178Ф;110;1;4.8;1.3;;;;;;;;116.56;-49.56;1;5 
0;0;Нагр;1184;ПС 110 кВ Прибой;110;1;2.1;0.6;;;;;;;;116.5;-49.56;1;2 
0;0;Нагр;1145;отп.1 ПС 110 кВ Фридман/т;110;0;;;;;;;;;;116.4;-46.16;; 
0;0;Нагр;1146;отп.2 ПС 110 кВ Фридман/т;110;0;;;;;;;;;;117.66;-46.12;; 
0;0;Нагр;1260;отп. ПС 110 кВ Кожзавод;110;0;;;;;;;;;;114.85;-47.94;; 
0;0;Нагр;1315;Владивостокская ТЭЦ-2 с.т. АТ-4А, Б;220;0;;;;;;;;;;228.64;-47.42;; 
0;0;Нагр;1243;ПС 110 кВ Стройиндустрия 1С 110;110;1;4.5;1;;;;;;;;120.06;-47.61;1;5 
0;0;Нагр;1244;ПС 110 кВ Стройиндустрия 2С 110;110;1;6.5;1.2;;;;;;;;120.06;-47.61;1;7 
0;0;Нагр;3810;ПС 220 кВ Тутаул 2C ОРУ 35 кВ;35;2;1.7;0.4;;;;;;;;37.35;-21.79;;2 
0;0;Нагр;1295;ПС 110 кВ Голубинка 1С 110;110;1;10.3;2.2;;;;;;;;119.86;-47.7;3;11 
0;0;Нагр;1296;ПС 110 кВ Голубинка 2С 110;110;1;18.5;5.4;;;;;;;;119.84;-47.74;6;20 
0;0;Нагр;3809;ПС 220 кВ Дипкун 1C ОРУ 35 кВ;35;2;3.8;0.1;;;;;;;;36.56;-24.08;;4 
0;0;Нагр;1186;ПС 110 кВ Подъяпольск;110;1;2.6;0.4;;;;;;;;116.92;-49.45;;3 
0;0;Нагр;1192;отп.2 ПС 110 кВ Барабаш;110;0;;;;;;;;;;107.05;-54.23;; 
0;0;Нагр;1191;отп.1 ПС 110 кВ Барабаш;110;0;;;;;;;;;;106.55;-54.48;; 
0;0;Нагр;1194;отп. ПС 110 кВ Tроица;110;0;;;;;;;;;;102.46;-57.04;; 
0;0;Нагр;1220;ПС 110 кВ Студгородок;110;1;4.1;1.5;;;;;;;;113;-50.17;2;4 
0;0;Нагр;1108;ПС 110 кВ Новопокровка;110;1;3.5;0.3;;;;;;;;108.24;-34.69;;4 
0;0;Нагр;1105;ПС 220 кВ Иман 1с 110 кВ;110;0;;;;;;;;;;111.71;-31.74;; 
0;0;Нагр;1106;ПС 220 кВ Иман 2с 110 кВ;110;0;;;;;;;;;;113.73;-29.53;; 
0;0;Нагр;1110;ПС 110 кВ Восток;110;1;10.1;3.4;;;;;;;;102.33;-38.58;3;10 
0;0;Нагр;1641;ПС 110 кВ Орлиная 1С 110;110;1;5.8;1.2;;;;;;;;119.77;-47.81;1;6 
0;0;Нагр;1642;ПС 110 кВ Орлиная 2С 110;110;1;17;3.1;;;;;;;;119.77;-47.81;4;18 
0;0;Нагр;1691;ПС 220 кВ Иман 1с 35 кВ;35;2;14.7;2.8;;;;;;;;38.47;-35.38;4;16 
0;0;Нагр;1692;ПС 220 кВ Иман 2с 35 кВ;35;2;10.5;2.8;;;;;;;;38.43;-31.79;4;11 
0;0;Нагр;1133;ПС 110 кВ Молодежная;110;1;26.7;8.2;;;;;;;;118.37;-43.75;9;28 
0;0;Нагр;1109;ПС 110 кВ Рощино;110;1;4.5;1.3;;;;;;;;106.43;-36.07;1;4 
0;0;Нагр;1605;ПС 220 кВ Иман с.т. АТ-1;220;0;;;;;;;;;;235.09;-31.63;; 
0;0;Нагр;1606;ПС 220 кВ Иман с.т. АТ-2;220;0;;;;;;;;;;233.58;-29.56;; 
0;0;Нагр;1279;ПС 110 кВ Чайка;110;1;27.7;7.1;;;;;;;;118.5;-48.87;8;29 
0;0;Нагр;1647;ПС 110 кВ Седанка;110;1;8.7;2.1;;;;;;;;118.35;-48.99;2;9 
0;0;Нагр;1250;ПС 110 кВ ЛPЗ;110;1;18;5.2;;;;;;;;117.43;-47.32;6;19 
0;0;Нагр;1229;отп. ПС 110 кВ Mихайловка;110;0;;;;;;;;;;117.4;-47.27;; 
0;0;Нагр;1249;ПС 110 кВ Михайловка;110;1;6.4;2.5;;;;;;;;117.19;-47.32;3;7 
0;0;Нагр;1227;ПС 110 кВ Павловка-2;110;1;9.7;3.6;;;;;;;;116.1;-47.08;4;10 
0;0;Нагр;1239;ПС 110 кВ Агрокомплекс 1С 110 кВ;110;1;1.3;0.3;;;;;;;;116.42;-47.22;;1 
0;0;Нагр;1219;ПС 110 кВ Новоникольск;110;1;8.5;3.3;;;;;;;;117.05;-47.47;4;9 
0;0;Нагр;1165;ПС 110 кВ Песчаная;110;1;0.4;0.2;;;;;;;;118.12;-49.08;; 
0;0;Нагр;1160;ПС 110 кВ ЖБФ;110;1;2.3;0.7;;;;;;;;117.5;-47.32;1;2 
0;0;Нагр;1218;отп. ПС 110 кВ Гранит;110;0;;;;;;;;;;117.1;-47.46;; 
0;0;Нагр;1211;ПС 110 кВ Промышленная 1С 110;110;1;5.1;2.1;;;;;;;;117.03;-47.48;2;5 
0;0;Нагр;1212;ПС 110 кВ Промышленная 2С 110;110;1;2.4;1;;;;;;;;112.77;-49.96;1;2 
0;0;Нагр;1273;ПС 110 кВ Кролевцы 1С 110;110;1;11.8;4.1;;;;;;;;116.94;-48.89;5;12 
0;0;Нагр;1274;ПС 110 кВ Кролевцы 2С 110;110;1;6.4;2.3;;;;;;;;117.11;-48.82;3;7 
0;0;Нагр;1232;отп. ПС 110 кВ Загородная 2С 110;110;0;;;;;;;;;;120.08;-47.22;; 
0;0;Нагр;1231;отп. ПС 110 кВ Загородная 1С 110;110;0;;;;;;;;;;120.09;-47.21;; 
0;0;Нагр;1233;ПС 110 кВ Загородная 1С 110;110;1;15.9;4.1;;;;;;;;120.06;-47.23;5;17 
0;0;Нагр;1234;ПС 110 кВ Загородная 2С 110;110;1;14.1;3.7;;;;;;;;120.05;-47.23;4;15 
0;0;Нагр;1237;ПС 110 кВ Улисс 1С 110;110;1;12.7;3.3;;;;;;;;119.72;-47.42;4;14 
0;0;Нагр;1238;ПС 110 кВ Улисс 2С 110;110;1;15.6;4;;;;;;;;119.64;-47.46;5;17 
0;0;Нагр;1236;отп. ПС 110 кВ Улисс 2С 110;110;0;;;;;;;;;;119.65;-47.46;; 
0;0;Нагр;1235;отп. ПС 110 кВ Улисс 1С 110;110;0;;;;;;;;;;119.73;-47.42;; 
0;0;Нагр;1215;ПС 110 кВ Гранит 1С 110;110;1;8.5;3.3;;;;;;;;112.7;-50.16;3;9 
0;0;Нагр;1216;ПС 110 кВ Гранит 2С 110;110;1;6.1;2.4;;;;;;;;116.96;-47.51;3;6 
0;0;Нагр;1403;отп. ПС 220 кВ Иман 1с 220 кВ;220;0;;;;;;;;;;237.38;-27.93;; 
0;0;Нагр;1404;отп. ПС 220 кВ Иман 2с 220 кВ;220;0;;;;;;;;;;236.95;-28.14;; 
0;0;Нагр;1158;ПС 110 кВ Учебная;110;1;16.9;3.3;;;;;;;;116.05;-48.27;4;17 
0;0;Нагр;1163;ПС 110 кВ Топаз 1С 110;110;1;0.8;0.2;;;;;;;;118.14;-49.05;;1 
0;0;Нагр;1164;ПС 110 кВ Топаз 2С 110;110;1;2.5;1;;;;;;;;118.03;-49.08;1;3 
0;0;Нагр;1187;ПС 110 кВ Новый мир;110;1;2.4;0.4;;;;;;;;117.41;-49.3;;3 
0;0;Нагр;1150;ПС 110 кВ Факел;110;1;13;4.5;;;;;;;;117.86;-48.41;5;14 
0;0;Нагр;1402;ПС 220 кВ Ружино/т;220;1;29.2;20.9;;;;;;;;235.34;-31.71;24;31 
0;0;Нагр;1107;ПС 110 кВ Дальнереченск/т;110;1;2.2;3.2;;;;;;;;113.66;-29.53;3;2 
0;0;Нагр;1101;ПС 110 кВ Спасск/т;110;1;3.5;3;;;;;;;;122.31;-43.14;4;4 
0;0;Нагр;1102;ПС 110 кВ АСБ;110;1;1.6;0.6;;;;;;;;122.31;-43.15;1;2 
0;0;Нагр;1297;ПС 110 кВ Залив 1С 110;110;1;4.4;0.8;;;;;;;;119.73;-47.95;1;5 
0;0;Нагр;1298;ПС 110 кВ Залив 2С 110;110;1;13.4;2.4;;;;;;;;119.73;-47.95;3;14 
0;0;Ген+;1553;ПС 500 кВ Владивосток 1с 220 (УШР 220);220;1;;;;-3;231;-110;-3;;;228.38;-43.1;; 
0;0;Нагр;1554;ПС 500 кВ Владивосток 2с 220;220;0;;;;;;;;;;228.38;-43.1;; 
0;1;Нагр;1555;ПС 220 кВ Промпарк 1СШ 220 кВ;220;0;;;;;;;;;;;;; 
0;1;Нагр;1556;ПС 220 кВ Промпарк 2СШ 220 кВ;220;0;;;;;;;;;;;;; 
0;0;Нагр;1441;ПС 220 кВ Аэропорт 1С 220;220;1;2.9;;;;;;;;;226.17;-44.13;;3 
0;0;Нагр;1442;ПС 220 кВ Аэропорт 2С 220;220;1;2.1;;;;;;;;;226.17;-44.13;;2 
0;0;Нагр;1471;ПС 220 кВ Козьмино 1С 220 кВ;220;1;0.9;;;;;;;;;222.13;-41.43;;1 
0;0;Нагр;1470;ПС 220 кВ Козьмино 2С 220 кВ;220;1;1;;;;;;;;;222.13;-41.43;;1 
0;0;Нагр;1501;Приморская ГРЭС П1 500 кВ (ШР-1);500;0;;;;;;;;653;3;507.19;-24.82;; 
0;0;Нагр;1502;Приморская ГРЭС П3 500 кВ (ШР-2);500;0;;;;;;;;653;2;507.18;-24.82;; 
0;0;Нагр;1507;Приморская ГРЭС с.т. 7АТ;500;0;;;;;;;;;;515.2;-22.36;; 
0;0;Нагр;1508;Приморская ГРЭС с.т. 8АТ;500;0;;;;;;;;;;515.68;-22.6;; 
0;0;Нагр;1539;ПС 500 кВ Дальневосточная 4С 500;500;0;;;;;;;;;;505.16;-37.64;; 
0;0;Нагр;1532;ПС 500 кВ Дальневосточная 2С 500;500;0;;;;;;;;;;505.16;-37.64;; 
0;0;Нагр;1531;ПС 500 кВ Дальневосточная 1С 500;500;0;;;;;;;;;;505.16;-37.64;; 
0;0;Нагр;1530;ПС 500 кВ Дальневосточная 3С 500;500;0;;;;;;;;;;505.16;-37.64;; 
0;0;Нагр;1533;ПС 500 кВ Дальневосточная с.т. АT-1;500;0;;;;;;;;;;503.82;-39.57;; 
0;0;Нагр;1534;ПС 500 кВ Дальневосточная с.т. АT-2;500;0;;;;;;;;;;503.73;-39.59;; 
0;0;Нагр;1540;ПС 500 кВ Чугуевка-2 т.с. В-1 500, В-3 500;500;0;;;;;;;;;;498.24;-34.78;; 
0;0;Нагр;1541;ПС 500 кВ Чугуевка-2 Р-1 500;500;0;;;;;;;;653;2;498.24;-34.78;; 
0;0;Нагр;1545;ПС 500 кВ Чугуевка-2 т.с. В-2 500, В-3 500;500;0;;;;;;;;;;498.24;-34.78;; 
0;0;Ген+;1561;ПС 500 кВ Лозовая УШР 500;500;0;;;;-4;508.3;-180;-4;;;495.27;-38.58;; 
0;0;Нагр;1560;ПС 500 кВ Лозовая Р-1 500;500;0;;;;;;;;653;2;495.27;-38.58;; 
0;0;Нагр;1562;ПС 500 кВ Лозовая 2С 500 кВ;500;0;;;;;;;;;;495.27;-38.58;; 
0;0;Нагр;1565;ПС 500 кВ Лозовая т.с. В-1 220 АТ-2, В-2 220 АТ-2;220;1;;;;;;;;;;222.04;-41.41;; 
0;0;Нагр;1564;ПС 500 кВ Лозовая 2С 220 кВ;220;0;;;;;;;;;;222.04;-41.41;; 
0;0;Нагр;1563;ПС 500 кВ Лозовая 1С 220 кВ;220;0;;;;;;;;;;222.04;-41.41;; 
0;0;Нагр;1303;ПС 110 кВ Бурная 1С 110;110;0;;;;;;;;;;119.71;-47.97;; 
0;0;Нагр;1304;ПС 110 кВ Бурная 2С 110;110;0;;;;;;;;;;119.7;-47.98;; 
0;0;Нагр;1305;ПС 110 кВ Бурная с.т. Т-1;110;0;;;;;;;;;;118.95;-49.83;; 
0;0;Нагр;1306;ПС 110 кВ Бурная с.т. Т-2;110;0;;;;;;;;;;118.74;-50.68;; 
0;0;Нагр;1307;ПС 110 кВ Бурная 1С 6;6;2;5.8;1;;;;;;;;6.46;-50.45;1;6 
0;0;Нагр;1308;ПС 110 кВ Бурная 2С 6;6;2;5.9;1;;;;;;;;6.45;-51.3;1;6 
0;0;Нагр;1309;ПС 110 кВ Бурная 1С 35;35;0;;;;;;;;;;35.66;-49.77;; 
0;0;Нагр;1310;ПС 110 кВ Бурная 2С 35;35;0;;;;;;;;;;36.5;-50.59;; 
0;0;Нагр;1629;ПС 35 кВ Эгершельд 1С 35;35;2;6.6;0.9;;;;;;;;35.54;-49.85;1;7 
0;0;Нагр;1630;ПС 35 кВ Эгершельд 2С 35;35;2;10.6;1.2;;;;;;;;36.3;-50.73;1;11 
0;0;Нагр;1631;ПС 35 кВ Зеленая 1С 35;35;2;0.6;;;;;;;;;36.21;-50.94;;1 
0;0;Нагр;1632;ПС 35 кВ КЭТ;35;2;0.7;;;;;;;;;36.21;-50.94;;1 
0;0;Нагр;1633;ПС 35 кВ КЭТ;35;2;4;1.3;;;;;;;;37.34;-48.48;2;4 
0;0;Нагр;1651;ТЭЦ Центральная 1С 35 кВ;35;0;;;;;;;;;;37.46;-48.4;; 
0;0;Нагр;1652;ТЭЦ Центральная 2С 35 кВ;35;0;;;;;;;;;;38.25;-46.4;; 
0;0;Нагр;1653;ТЭЦ Центральная 1С 10 кВ, 3С 10 кВ;10;2;4.2;0.7;;;;;;;;9.91;-49.4;1;4 
0;0;Нагр;1654;ТЭЦ Центральная 2С 10 кВ, 4С 10 кВ;10;2;5.2;1;;;;;;;;10.1;-46.3;1;5 
0;0;Нагр;1655;ТЭЦ Северная 1С 10;10;2;;;;;;;;;;9.91;-49.41;; 
0;0;Нагр;1656;ТЭЦ Северная 2С 10;10;2;1.1;0.4;;;;;;;;10.02;-46.34;;1 
0;0;Нагр;1657;отп. ТЭЦ Океанариум 1С 35;35;0;;;;;;;;;;37.47;-48.41;; 
0;0;Нагр;1658;отп. ТЭЦ Океанариум 2С 35;35;0;;;;;;;;;;38.11;-46.54;; 
0;0;Нагр;1659;ТЭЦ Океанариум 1С 35;35;0;;;;;;;;;;37.47;-48.41;; 
0;0;Нагр;1660;ТЭЦ Океанариум 2С 35;35;0;;;;;;;;;;38.1;-46.55;; 
0;1;Нагр;1661;ТЭЦ Океанариум 1С 10;10;2;2.6;0.9;;;;;;;;;-22.73;; 
0;0;Нагр;1662;ТЭЦ Океанариум 2С 10;10;2;2.5;0.8;;;;;;;;10.2;-47.37;1;3 
0;0;Нагр;1663;ПС 35 кВ Коммунальная 1С 35;35;0;;;;;;;;;;37.47;-48.41;; 
0;0;Нагр;1664;ПС 35 кВ Коммунальная 2С 35;35;2;0.2;;;;;;;;;38.1;-46.55;; 
0;0;Нагр;1665;отп. ПС 35 кВ Зеленая 1С 35;35;0;;;;;;;;;;36.21;-50.94;; 
0;0;Нагр;1666;отп. ПС 35 кВ Зеленая 2С 35;35;0;;;;;;;;;;37.4;-48.47;; 
0;0;Нагр;1671;ТЭЦ Центральная ГТУ-1;6;0;;;;;6.2;;;;;5.94;-49.4;; 
0;1;Нагр;1672;ТЭЦ Центральная ГТУ-2;11;0;;;;;10.5;;;;;;;; 
0;1;Нагр;1673;ТЭЦ Центральная ГТУ-3;11;0;;;;;10.5;;;;;;;; 
0;0;Ген;1674;ТЭЦ Центральная ГТУ-4;11;0;;;6.8;3.6;10.1;-1.6;4.4;;;10.1;-46.3;; 
0;1;Нагр;1675;ТЭЦ Центральная ГТУ-5;11;0;;;;;10.5;;;;;;;; 
0;1;Нагр;1677;ТЭЦ Северная ГТУ-1;6;0;;;;;;;;;;;;; 
0;1;Нагр;1678;ТЭЦ Северная ГТУ-2;6;0;;;;;;;;;;;;; 
0;1;Нагр;1679;ТЭЦ Северная ДЭС-1;;0;;;;;;;;;;;;; 
0;1;Нагр;1680;ТЭЦ Северная ДЭС-2;;0;;;;;;;;;;;;; 
0;1;Нагр;1681;ТЭЦ Океанариум ГТУ-1;11;0;;;;;10.5;;;;;;-22.73;; 
0;1;Нагр;1682;ТЭЦ Океанариум ГТУ-2;11;0;;;;;10.5;;;;;;;; 
